name,value
dot_x,917
dot_y,707
canvas_width,1589
canvas_height,484
window_width,1605
window_height,828
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-08-13T03:29:07.728Z
group_id,capture-1755055747319
