name,value
dot_x,245
dot_y,60
canvas_width,800
canvas_height,400
window_width,1688
window_height,858
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-07-10T17:41:21.640Z
group_id,capture-1752169281273
