name,value
dot_x,1354
dot_y,480
canvas_width,1580
canvas_height,938
window_width,1580
window_height,938
webcam_resolution_width,1920
webcam_resolution_height,1080
timestamp,2025-04-22T02:48:09.517Z
group_id,capture-1745290085467
