name,value
dot_x,274
dot_y,687
canvas_width,1677
canvas_height,933
window_width,1677
window_height,933
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-09-15T04:29:56.567Z
group_id,capture-1757910596567-1757910596567
capture_method,html2canvas
