name,value
dot_x,870
dot_y,538
canvas_width,1677
canvas_height,933
window_width,1677
window_height,933
webcam_resolution_width,1280
webcam_resolution_height,720
webcam_resolution_width_1,1280
webcam_resolution_height_1,720
timestamp,2025-09-15T04:54:32.088Z
group_id,capture-1757912072088-1757912072088
capture_method,html2canvas
