name,value
user_id,f084cf66-3b92-427d-8071-28f74288719c
dot_x,383
dot_y,453
canvas_width,1411
canvas_height,838
window_width,1411
window_height,838
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-08-28T07:33:34.683Z
group_id,capture-1756366414652-f084cf66-3b92-427d-8071-28f74288719c
