name,value
dot_x,678
dot_y,61
canvas_width,1330
canvas_height,615
window_width,1330
window_height,615
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-09-16T07:32:42.610Z
group_id,capture-1758007962610-1758007962610
