name,value
dot_x,160
dot_y,74
canvas_width,1330
canvas_height,615
window_width,1330
window_height,615
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-09-16T07:32:15.906Z
group_id,capture-1758007935906-1758007935906
