name,value
dot_x,517
dot_y,131
canvas_width,1330
canvas_height,615
window_width,1330
window_height,615
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-09-16T07:34:18.733Z
group_id,capture-1758008058011
