name,value
dot_x,828
dot_y,501
canvas_width,1607
canvas_height,933
window_width,1607
window_height,933
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-09-10T14:28:33.385Z
group_id,capture-1757514513385-1757514513385
capture_method,html2canvas
