name,value
dot_x,1139
dot_y,741
canvas_width,1677
canvas_height,933
window_width,1677
window_height,933
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-09-10T09:53:35.681Z
group_id,capture-1757498015681-1757498015681
capture_method,html2canvas
