name,value
dot_x,1491
dot_y,566
canvas_width,1677
canvas_height,933
window_width,1677
window_height,933
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-09-10T09:49:47.091Z
group_id,capture-1757497787091-1757497787091
capture_method,html2canvas
