name,value
user_id,b09524dd-430c-4100-a461-c94bae26b6e2
dot_x,726
dot_y,547
canvas_width,1677
canvas_height,933
window_width,1677
window_height,933
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-09-10T09:24:24.770Z
group_id,capture-1757496264727-b09524dd-430c-4100-a461-c94bae26b6e2
