name,value
dot_x,842
dot_y,162
canvas_width,1382
canvas_height,698
window_width,1382
window_height,698
webcam_resolution_width,1920
webcam_resolution_height,1080
timestamp,2025-10-27T08:31:42.623Z
group_id,capture-1761553902611-1761553902611
