name,value
dot_x,1336
dot_y,115
canvas_width,1372
canvas_height,658
window_width,1388
window_height,778
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-06-04T03:28:42.345Z
group_id,capture-1749007721969
