name,value
dot_x,1291
dot_y,411
canvas_width,1444
canvas_height,933
window_width,1444
window_height,933
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-09-13T06:40:50.768Z
group_id,capture-1757745650768-1757745650768
capture_method,html2canvas
