Parameter,Value
dot_x,1369
dot_y,703
canvas_width,1714
canvas_height,935
window_width,1714
window_height,935
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-05-02T04:15:46.815Z
group_id,capture-1746159346440
face_detected,True
pitch,-0.2818258889701674
yaw,-0.003487582804400083
roll,-0.025511333198094323
processing_time,2025-05-02T11:42:23.877003
