name,value
dot_x,700
dot_y,155
canvas_width,1501
canvas_height,824
window_width,1501
window_height,824
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-05-24T11:09:30.601Z
group_id,capture-1748084966985
