name,value
dot_x,137
dot_y,50
canvas_width,1372
canvas_height,658
window_width,1388
window_height,778
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-06-04T03:26:29.363Z
group_id,capture-1749007588976
