name,value
dot_x,830
dot_y,576
canvas_width,1372
canvas_height,658
window_width,1388
window_height,778
webcam_resolution_width,640
webcam_resolution_height,480
timestamp,2025-06-04T03:35:35.909Z
group_id,capture-1749008133931
