name,value
dot_x,201
dot_y,103
canvas_width,1672
canvas_height,858
window_width,1688
window_height,858
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-07-10T17:29:27.838Z
group_id,capture-1752168567460
