name,value
dot_x,1100
dot_y,84
canvas_width,1605
canvas_height,831
window_width,1605
window_height,831
webcam_resolution_width,1280
webcam_resolution_height,720
timestamp,2025-07-13T11:04:50.950Z
group_id,capture-1752404690549
